Activity ID,Contact ID,Account ID,Activity Date,Campaign Name,Channel,Activity Type,Asset Name,UTM Source,UTM Medium,UTM Campaign,Engagement Score Impact,Lead Stage at Time of Touch,Summary
59014190,ad2c7f53,ea4ba26d,2025-04-06,Tech Conference 2025,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,tech_conference_2025,4,Lead,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: ROI Calculator.
a9143352,ad2c7f53,ea4ba26d,2025-03-24,Spring Nurture Email Series,Email,Opened Email,Blog: AI in RevOps,email,organic,spring_nurture_email_series,11,MQL,Opened Email from campaign 'Spring Nurture Email Series' via Email. Asset: Blog: AI in RevOps.
ffba3f5c,0ccf7ea8,d5f63c80,2025-01-28,LinkedIn Sponsored Post,Website,Downloaded Guide,ROI Calculator,website,organic,linkedin_sponsored_post,15,Subscriber,Downloaded Guide from campaign 'LinkedIn Sponsored Post' via Website. Asset: ROI Calculator.
0bc830e4,622a7dc7,9d638f26,2025-04-27,Gartner Report Promo,Event,Registered Event,,event,organic,gartner_report_promo,13,Subscriber,Registered Event from campaign 'Gartner Report Promo' via Event. Asset: .
5a259232,622a7dc7,9d638f26,2025-02-27,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,11,Lead,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
7c866069,5f71f047,3cc129fe,2025-04-11,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,6,Subscriber,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
c76a9d6c,5f71f047,3cc129fe,2025-05-03,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,4,Subscriber,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
db783655,8ad59eda,93d154dc,2025-02-15,2025 Demand Gen Webinar,Website,Downloaded Guide,Demo Video,website,organic,2025_demand_gen_webinar,14,SQL,Downloaded Guide from campaign '2025 Demand Gen Webinar' via Website. Asset: Demo Video.
8299d37f,8ad59eda,93d154dc,2025-04-04,Tech Conference 2025,Website,Visited Pricing Page,ROI Calculator,website,organic,tech_conference_2025,6,Lead,Visited Pricing Page from campaign 'Tech Conference 2025' via Website. Asset: ROI Calculator.
af74f051,8ad59eda,93d154dc,2025-04-29,AI for Marketers Guide,Email,Submitted Form,2025 Buying Guide,email,organic,ai_for_marketers_guide,6,MQL,Submitted Form from campaign 'AI for Marketers Guide' via Email. Asset: 2025 Buying Guide.
58b9838d,8ad59eda,93d154dc,2025-02-15,Tech Conference 2025,Website,Visited Homepage,Blog: AI in RevOps,website,organic,tech_conference_2025,15,Lead,Visited Homepage from campaign 'Tech Conference 2025' via Website. Asset: Blog: AI in RevOps.
41bc09ce,04d39549,1d0c7c85,2025-05-02,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,5,Subscriber,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
b1d22c33,be63bd89,32e80b2d,2025-02-15,Spring Nurture Email Series,Organic Social,Viewed Organic Video,,organic_social,organic,spring_nurture_email_series,13,SQL,Viewed Organic Video from campaign 'Spring Nurture Email Series' via Organic Social. Asset: .
2c01f979,be63bd89,32e80b2d,2025-04-09,LinkedIn Sponsored Post,Email,Opened Email,Blog: AI in RevOps,email,organic,linkedin_sponsored_post,11,Lead,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: Blog: AI in RevOps.
d22fa282,be63bd89,32e80b2d,2025-03-09,AI for Marketers Guide,Website,Downloaded Guide,Demo Video,website,organic,ai_for_marketers_guide,7,Subscriber,Downloaded Guide from campaign 'AI for Marketers Guide' via Website. Asset: Demo Video.
7f5d1747,c73d4fc4,05619ba9,2025-04-28,LinkedIn Sponsored Post,Website,Visited Pricing Page,Gartner Magic Quadrant,website,organic,linkedin_sponsored_post,12,MQL,Visited Pricing Page from campaign 'LinkedIn Sponsored Post' via Website. Asset: Gartner Magic Quadrant.
d6b9d7d4,c73d4fc4,05619ba9,2025-01-14,LinkedIn Sponsored Post,Organic Social,Viewed Organic Video,,organic_social,organic,linkedin_sponsored_post,12,MQL,Viewed Organic Video from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
a472a5c7,c73d4fc4,05619ba9,2025-02-26,LinkedIn Sponsored Post,Email,Opened Email,Blog: AI in RevOps,email,organic,linkedin_sponsored_post,9,Lead,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: Blog: AI in RevOps.
1a10c127,033bd90f,d5bf26cf,2025-03-13,Tech Conference 2025,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,tech_conference_2025,5,MQL,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: 2025 Buying Guide.
b400a7d5,033bd90f,d5bf26cf,2025-03-19,Spring Nurture Email Series,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,spring_nurture_email_series,6,SQL,Downloaded Guide from campaign 'Spring Nurture Email Series' via Website. Asset: Gartner Magic Quadrant.
29e43b36,b1654347,a2e45781,2025-03-09,Gartner Report Promo,Webinar,Attended Webinar,,webinar,organic,gartner_report_promo,3,SQL,Attended Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
cad9d935,b43813ac,04c11650,2025-02-22,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,8,SQL,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
635a0ce9,b43813ac,04c11650,2025-04-10,Gartner Report Promo,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,gartner_report_promo,15,SQL,Viewed Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: ROI Calculator.
441b8bb0,b20d66bd,d615a8e1,2025-03-02,AI for Marketers Guide,Email,Clicked Email,2025 Buying Guide,email,organic,ai_for_marketers_guide,5,SQL,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: 2025 Buying Guide.
0b0c4a7b,b20d66bd,d615a8e1,2025-04-05,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,5,SQL,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
dad4a811,b20d66bd,d615a8e1,2025-02-11,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,3,Subscriber,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
8b3ef08f,b20d66bd,d615a8e1,2025-03-20,Tech Conference 2025,Organic Social,Viewed Organic Video,,organic_social,organic,tech_conference_2025,12,SQL,Viewed Organic Video from campaign 'Tech Conference 2025' via Organic Social. Asset: .
4b97e3d7,b20d66bd,d615a8e1,2025-04-11,Tech Conference 2025,Webinar,Registered Webinar,,webinar,organic,tech_conference_2025,6,Lead,Registered Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
600f5acf,46a10eaf,fe506cce,2025-03-08,Spring Nurture Email Series,Email,Clicked Email,Gartner Magic Quadrant,email,organic,spring_nurture_email_series,12,Subscriber,Clicked Email from campaign 'Spring Nurture Email Series' via Email. Asset: Gartner Magic Quadrant.
5730eb06,46a10eaf,fe506cce,2025-01-18,Spring Nurture Email Series,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,spring_nurture_email_series,10,Subscriber,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Demo Video.
df40b286,2126de38,6459acc5,2025-01-24,LinkedIn Sponsored Post,Website,Visited Homepage,Blog: AI in RevOps,website,organic,linkedin_sponsored_post,7,Subscriber,Visited Homepage from campaign 'LinkedIn Sponsored Post' via Website. Asset: Blog: AI in RevOps.
28afe4d6,2126de38,6459acc5,2025-02-18,LinkedIn Sponsored Post,Website,Downloaded Guide,ROI Calculator,website,organic,linkedin_sponsored_post,3,MQL,Downloaded Guide from campaign 'LinkedIn Sponsored Post' via Website. Asset: ROI Calculator.
63423d33,2126de38,6459acc5,2025-05-05,LinkedIn Sponsored Post,Email,Clicked Email,Gartner Magic Quadrant,email,organic,linkedin_sponsored_post,13,Lead,Clicked Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: Gartner Magic Quadrant.
c0cf2b0e,2126de38,6459acc5,2025-03-14,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,15,Subscriber,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
e64cb452,2126de38,6459acc5,2025-04-19,2025 Demand Gen Webinar,Organic Social,Viewed Organic Video,,organic_social,organic,2025_demand_gen_webinar,13,MQL,Viewed Organic Video from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
bd911813,944dce95,c9816db8,2025-04-05,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,8,MQL,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
2181f309,944dce95,c9816db8,2025-04-29,LinkedIn Sponsored Post,Email,Submitted Form,Demo Video,email,organic,linkedin_sponsored_post,4,Lead,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: Demo Video.
d87c4bd3,944dce95,c9816db8,2025-01-21,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,6,SQL,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
0a6b0361,c7b22fbe,d5bf26cf,2025-04-10,2025 Demand Gen Webinar,Email,Submitted Form,2025 Buying Guide,email,organic,2025_demand_gen_webinar,8,MQL,Submitted Form from campaign '2025 Demand Gen Webinar' via Email. Asset: 2025 Buying Guide.
2b510cc8,c7b22fbe,d5bf26cf,2025-03-09,Gartner Report Promo,Webinar,Attended Webinar,,webinar,organic,gartner_report_promo,11,MQL,Attended Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
a5e0420e,c7b22fbe,d5bf26cf,2025-02-27,AI for Marketers Guide,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,ai_for_marketers_guide,13,SQL,Downloaded Guide from campaign 'AI for Marketers Guide' via Website. Asset: Gartner Magic Quadrant.
a0d99df0,c7b22fbe,d5bf26cf,2025-03-12,Gartner Report Promo,Event,Attended Event,,event,organic,gartner_report_promo,4,SQL,Attended Event from campaign 'Gartner Report Promo' via Event. Asset: .
26ac8a83,2e37fdc9,1f7170c8,2025-02-12,Tech Conference 2025,Webinar,Registered Webinar,,webinar,organic,tech_conference_2025,5,Lead,Registered Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
9ba5b68c,2e37fdc9,1f7170c8,2025-01-24,Spring Nurture Email Series,Website,Downloaded Guide,ROI Calculator,website,organic,spring_nurture_email_series,10,Lead,Downloaded Guide from campaign 'Spring Nurture Email Series' via Website. Asset: ROI Calculator.
fe4d370f,2e37fdc9,1f7170c8,2025-03-27,Tech Conference 2025,Email,Clicked Email,ROI Calculator,email,organic,tech_conference_2025,8,Subscriber,Clicked Email from campaign 'Tech Conference 2025' via Email. Asset: ROI Calculator.
c73cfd44,93d98a1e,5bdaa52a,2025-02-20,Tech Conference 2025,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,tech_conference_2025,3,SQL,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: ROI Calculator.
f8b78ce3,93d98a1e,5bdaa52a,2025-02-06,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,15,SQL,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
0c41e2e9,895461ea,ccf52f19,2025-04-10,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,2025_demand_gen_webinar,8,Subscriber,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: ROI Calculator.
7883b8ee,895461ea,ccf52f19,2025-04-26,Spring Nurture Email Series,Event,Registered Event,,event,organic,spring_nurture_email_series,4,MQL,Registered Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
89f9b51a,0c1dbe0c,89f875b3,2025-04-14,Gartner Report Promo,Webinar,Registered Webinar,,webinar,organic,gartner_report_promo,7,Subscriber,Registered Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
6b96753f,f9213baa,7b187336,2025-02-08,Spring Nurture Email Series,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,spring_nurture_email_series,12,Lead,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: 2025 Buying Guide.
2901e782,f9213baa,7b187336,2025-03-18,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,3,Lead,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
ad468c15,1bfe7c4d,6459acc5,2025-01-23,AI for Marketers Guide,Website,Visited Homepage,2025 Buying Guide,website,organic,ai_for_marketers_guide,15,MQL,Visited Homepage from campaign 'AI for Marketers Guide' via Website. Asset: 2025 Buying Guide.
55d9104a,1bfe7c4d,6459acc5,2025-01-12,Tech Conference 2025,Organic Social,Viewed Organic Video,,organic_social,organic,tech_conference_2025,9,MQL,Viewed Organic Video from campaign 'Tech Conference 2025' via Organic Social. Asset: .
3787a979,1bfe7c4d,6459acc5,2025-01-07,Gartner Report Promo,Email,Opened Email,Demo Video,email,organic,gartner_report_promo,9,Subscriber,Opened Email from campaign 'Gartner Report Promo' via Email. Asset: Demo Video.
b8ce3594,1bfe7c4d,6459acc5,2025-02-13,2025 Demand Gen Webinar,Website,Downloaded Guide,Demo Video,website,organic,2025_demand_gen_webinar,6,Subscriber,Downloaded Guide from campaign '2025 Demand Gen Webinar' via Website. Asset: Demo Video.
7ca0642a,1bfe7c4d,6459acc5,2025-04-22,AI for Marketers Guide,Email,Opened Email,Demo Video,email,organic,ai_for_marketers_guide,11,Lead,Opened Email from campaign 'AI for Marketers Guide' via Email. Asset: Demo Video.
e7088717,29dac046,4364c9df,2025-01-27,AI for Marketers Guide,Webinar,Registered Webinar,,webinar,organic,ai_for_marketers_guide,5,Subscriber,Registered Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
9.46E+55,d999f011,419cc460,2025-03-06,Spring Nurture Email Series,Website,Visited Homepage,Blog: AI in RevOps,website,organic,spring_nurture_email_series,8,SQL,Visited Homepage from campaign 'Spring Nurture Email Series' via Website. Asset: Blog: AI in RevOps.
3b1f302d,d999f011,419cc460,2025-03-27,Tech Conference 2025,Email,Submitted Form,2025 Buying Guide,email,organic,tech_conference_2025,6,Lead,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
b0fbe9f5,d999f011,419cc460,2025-02-09,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,14,SQL,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
87322edd,d999f011,419cc460,2025-03-03,Spring Nurture Email Series,Organic Social,Viewed Organic Video,,organic_social,organic,spring_nurture_email_series,13,Lead,Viewed Organic Video from campaign 'Spring Nurture Email Series' via Organic Social. Asset: .
9a5799bb,11396601,ce08752d,2025-01-21,Tech Conference 2025,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,6,Lead,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
f899f838,4867edaf,1f7170c8,2025-04-05,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,14,MQL,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
30eaf28c,4867edaf,1f7170c8,2025-03-25,Tech Conference 2025,Email,Clicked Email,Demo Video,email,organic,tech_conference_2025,6,Lead,Clicked Email from campaign 'Tech Conference 2025' via Email. Asset: Demo Video.
749719c0,4867edaf,1f7170c8,2025-02-09,2025 Demand Gen Webinar,Event,Registered Event,,event,organic,2025_demand_gen_webinar,8,SQL,Registered Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
30128933,4867edaf,1f7170c8,2025-03-04,AI for Marketers Guide,Webinar,Registered Webinar,,webinar,organic,ai_for_marketers_guide,13,Lead,Registered Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
3421347e,4867edaf,1f7170c8,2025-02-06,Gartner Report Promo,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,gartner_report_promo,10,Subscriber,Clicked Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: Gartner Magic Quadrant.
043e2bac,98777a47,cf011c78,2025-02-26,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,3,SQL,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
1eaefb46,959cd6a7,37fe6cc3,2025-02-06,2025 Demand Gen Webinar,Email,Clicked Email,2025 Buying Guide,email,organic,2025_demand_gen_webinar,9,Subscriber,Clicked Email from campaign '2025 Demand Gen Webinar' via Email. Asset: 2025 Buying Guide.
7a5aee08,959cd6a7,37fe6cc3,2025-02-24,Tech Conference 2025,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,tech_conference_2025,6,Subscriber,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: 2025 Buying Guide.
3c21917c,959cd6a7,37fe6cc3,2025-04-01,AI for Marketers Guide,Email,Clicked Email,Gartner Magic Quadrant,email,organic,ai_for_marketers_guide,3,Lead,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: Gartner Magic Quadrant.
aa51384b,959cd6a7,37fe6cc3,2025-02-20,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,5,SQL,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
bd714719,d43adf9d,850cc279,2025-01-18,LinkedIn Sponsored Post,Email,Clicked Email,2025 Buying Guide,email,organic,linkedin_sponsored_post,9,SQL,Clicked Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: 2025 Buying Guide.
4f9a27f0,d43adf9d,850cc279,2025-02-08,Tech Conference 2025,Email,Opened Email,Demo Video,email,organic,tech_conference_2025,11,SQL,Opened Email from campaign 'Tech Conference 2025' via Email. Asset: Demo Video.
9a7bff81,d43adf9d,850cc279,2025-03-30,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,15,MQL,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
f76fa61c,d43adf9d,850cc279,2025-03-30,Spring Nurture Email Series,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,spring_nurture_email_series,5,MQL,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Blog: AI in RevOps.
1fe81281,d43adf9d,850cc279,2025-01-29,2025 Demand Gen Webinar,Webinar,Registered Webinar,,webinar,organic,2025_demand_gen_webinar,14,MQL,Registered Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
69aeb2b4,b816bc11,9335e808,2025-03-17,AI for Marketers Guide,Webinar,Registered Webinar,,webinar,organic,ai_for_marketers_guide,13,Lead,Registered Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
8ee8e9bb,b816bc11,9335e808,2025-04-25,Tech Conference 2025,Organic Social,Viewed Organic Video,,organic_social,organic,tech_conference_2025,11,Subscriber,Viewed Organic Video from campaign 'Tech Conference 2025' via Organic Social. Asset: .
8c03a152,b816bc11,9335e808,2025-05-01,Gartner Report Promo,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,gartner_report_promo,10,Subscriber,Viewed Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: Blog: AI in RevOps.
c5f7133c,b816bc11,9335e808,2025-05-05,LinkedIn Sponsored Post,Website,Visited Homepage,ROI Calculator,website,organic,linkedin_sponsored_post,4,Subscriber,Visited Homepage from campaign 'LinkedIn Sponsored Post' via Website. Asset: ROI Calculator.
72d0533c,b816bc11,9335e808,2025-03-23,Tech Conference 2025,Webinar,Registered Webinar,,webinar,organic,tech_conference_2025,15,SQL,Registered Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
